,</s>,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z
c o,0.021592442645074223,0.02834008097165992,0.008097165991902834,0.03643724696356275,0.017543859649122806,0.006747638326585695,0.009446693657219974,0.008097165991902834,0.012145748987854251,0.014844804318488529,0.001349527665317139,0.001349527665317139,0.07827260458839407,0.16734143049932523,0.23076923076923078,0.029689608636977057,0.037786774628879895,0.004048582995951417,0.10796221322537113,0.02699055330634278,0.022941970310391364,0.07152496626180836,0.024291497975708502,0.018893387314439947,0.005398110661268556,0.004048582995951417,0.002699055330634278
c p,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571
c q,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.25,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776
c r,0.003205128205128205,0.22435897435897437,0.003205128205128205,0.003205128205128205,0.003205128205128205,0.21153846153846154,0.003205128205128205,0.003205128205128205,0.003205128205128205,0.14102564102564102,0.003205128205128205,0.003205128205128205,0.003205128205128205,0.003205128205128205,0.003205128205128205,0.20192307692307693,0.003205128205128205,0.003205128205128205,0.003205128205128205,0.003205128205128205,0.003205128205128205,0.11538461538461539,0.003205128205128205,0.003205128205128205,0.003205128205128205,0.035256410256410256,0.003205128205128205
c s,0.5522388059701493,0.014925373134328358,0.014925373134328358,0.014925373134328358,0.014925373134328358,0.014925373134328358,0.014925373134328358,0.014925373134328358,0.014925373134328358,0.029850746268656716,0.014925373134328358,0.014925373134328358,0.014925373134328358,0.014925373134328358,0.014925373134328358,0.014925373134328358,0.014925373134328358,0.014925373134328358,0.014925373134328358,0.014925373134328358,0.04477611940298507,0.014925373134328358,0.014925373134328358,0.014925373134328358,0.014925373134328358,0.014925373134328358,0.014925373134328358
c t,0.2208955223880597,0.056716417910447764,0.0029850746268656717,0.0029850746268656717,0.0029850746268656717,0.06865671641791045,0.008955223880597015,0.0029850746268656717,0.0029850746268656717,0.3074626865671642,0.0029850746268656717,0.0029850746268656717,0.020895522388059702,0.005970149253731343,0.005970149253731343,0.13432835820895522,0.0029850746268656717,0.0029850746268656717,0.03283582089552239,0.008955223880597015,0.0029850746268656717,0.07761194029850746,0.0029850746268656717,0.005970149253731343,0.0029850746268656717,0.0029850746268656717,0.0029850746268656717
c u,0.00392156862745098,0.00784313725490196,0.03137254901960784,0.00392156862745098,0.027450980392156862,0.023529411764705882,0.03137254901960784,0.00392156862745098,0.00392156862745098,0.0196078431372549,0.00392156862745098,0.00392156862745098,0.18823529411764706,0.06666666666666667,0.01568627450980392,0.00784313725490196,0.043137254901960784,0.00392156862745098,0.21568627450980393,0.1411764705882353,0.12156862745098039,0.00784313725490196,0.00392156862745098,0.00392156862745098,0.00392156862745098,0.00392156862745098,0.00392156862745098
c v,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571
c w,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571
c x,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571
c y,0.5045871559633027,0.03669724770642202,0.027522935779816515,0.10091743119266056,0.009174311926605505,0.009174311926605505,0.009174311926605505,0.009174311926605505,0.009174311926605505,0.009174311926605505,0.009174311926605505,0.009174311926605505,0.009174311926605505,0.027522935779816515,0.03669724770642202,0.01834862385321101,0.01834862385321101,0.009174311926605505,0.01834862385321101,0.01834862385321101,0.027522935779816515,0.009174311926605505,0.009174311926605505,0.009174311926605505,0.01834862385321101,0.009174311926605505,0.009174311926605505
c z,0.03225806451612903,0.0967741935483871,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.06451612903225806,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903
d </s>,0.9817444219066938,0.000676132521974307,0.000676132521974307,0.000676132521974307,0.000676132521974307,0.000676132521974307,0.000676132521974307,0.000676132521974307,0.000676132521974307,0.000676132521974307,0.000676132521974307,0.000676132521974307,0.000676132521974307,0.000676132521974307,0.000676132521974307,0.000676132521974307,0.000676132521974307,0.000676132521974307,0.000676132521974307,0.000676132521974307,0.000676132521974307,0.000676132521974307,0.000676132521974307,0.000676132521974307,0.000676132521974307,0.000676132521974307,0.000676132521974307
d <s>,0.0,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571
d a,0.05531914893617021,0.00425531914893617,0.0425531914893617,0.03404255319148936,0.03404255319148936,0.00851063829787234,0.01276595744680851,0.02127659574468085,0.00851063829787234,0.03829787234042553,0.00425531914893617,0.00851063829787234,0.06382978723404255,0.07659574468085106,0.14468085106382977,0.00425531914893617,0.029787234042553193,0.00425531914893617,0.1276595744680851,0.02553191489361702,0.0851063829787234,0.02127659574468085,0.02127659574468085,0.01276595744680851,0.00425531914893617,0.08936170212765958,0.01276595744680851
d b,0.018867924528301886,0.18867924528301888,0.018867924528301886,0.018867924528301886,0.018867924528301886,0.03773584905660377,0.018867924528301886,0.018867924528301886,0.018867924528301886,0.03773584905660377,0.018867924528301886,0.018867924528301886,0.03773584905660377,0.018867924528301886,0.018867924528301886,0.1509433962264151,0.018867924528301886,0.018867924528301886,0.09433962264150944,0.018867924528301886,0.018867924528301886,0.03773584905660377,0.018867924528301886,0.018867924528301886,0.018867924528301886,0.03773584905660377,0.018867924528301886
d c,0.022727272727272728,0.18181818181818182,0.022727272727272728,0.022727272727272728,0.022727272727272728,0.022727272727272728,0.022727272727272728,0.022727272727272728,0.06818181818181818,0.022727272727272728,0.022727272727272728,0.022727272727272728,0.06818181818181818,0.022727272727272728,0.022727272727272728,0.06818181818181818,0.022727272727272728,0.022727272727272728,0.045454545454545456,0.022727272727272728,0.022727272727272728,0.06818181818181818,0.022727272727272728,0.022727272727272728,0.022727272727272728,0.022727272727272728,0.022727272727272728
d d,0.014285714285714285,0.05,0.014285714285714285,0.007142857142857143,0.007142857142857143,0.16428571428571428,0.007142857142857143,0.007142857142857143,0.014285714285714285,0.17142857142857143,0.007142857142857143,0.007142857142857143,0.29285714285714287,0.007142857142857143,0.014285714285714285,0.02857142857142857,0.007142857142857143,0.007142857142857143,0.02142857142857143,0.014285714285714285,0.007142857142857143,0.007142857142857143,0.007142857142857143,0.007142857142857143,0.007142857142857143,0.08571428571428572,0.007142857142857143
d e,0.1690929451287794,0.03471444568868981,0.023516237402015677,0.05375139977603583,0.08734602463605823,0.015677491601343786,0.04927211646136618,0.007838745800671893,0.0022396416573348264,0.0022396416573348264,0.0022396416573348264,0.0011198208286674132,0.04479283314669653,0.027995520716685332,0.08286674132138858,0.004479283314669653,0.03471444568868981,0.0033594624860022394,0.22172452407614782,0.055991041433370664,0.03135498320268757,0.0033594624860022394,0.025755879059350503,0.006718924972004479,0.0033594624860022394,0.0022396416573348264,0.0011198208286674132
d f,0.024390243902439025,0.07317073170731707,0.024390243902439025,0.024390243902439025,0.024390243902439025,0.024390243902439025,0.024390243902439025,0.024390243902439025,0.024390243902439025,0.14634146341463414,0.024390243902439025,0.024390243902439025,0.07317073170731707,0.024390243902439025,0.024390243902439025,0.04878048780487805,0.024390243902439025,0.024390243902439025,0.024390243902439025,0.024390243902439025,0.024390243902439025,0.0975609756097561,0.024390243902439025,0.024390243902439025,0.024390243902439025,0.024390243902439025,0.024390243902439025
d g,0.011904761904761904,0.023809523809523808,0.011904761904761904,0.011904761904761904,0.011904761904761904,0.5476190476190477,0.011904761904761904,0.011904761904761904,0.011904761904761904,0.07142857142857142,0.011904761904761904,0.011904761904761904,0.011904761904761904,0.011904761904761904,0.011904761904761904,0.011904761904761904,0.011904761904761904,0.011904761904761904,0.011904761904761904,0.011904761904761904,0.011904761904761904,0.011904761904761904,0.011904761904761904,0.011904761904761904,0.011904761904761904,0.07142857142857142,0.011904761904761904
d h,0.02127659574468085,0.06382978723404255,0.02127659574468085,0.02127659574468085,0.02127659574468085,0.19148936170212766,0.02127659574468085,0.02127659574468085,0.02127659574468085,0.0425531914893617,0.02127659574468085,0.02127659574468085,0.02127659574468085,0.02127659574468085,0.02127659574468085,0.1702127659574468,0.0425531914893617,0.02127659574468085,0.02127659574468085,0.02127659574468085,0.02127659574468085,0.02127659574468085,0.02127659574468085,0.02127659574468085,0.02127659574468085,0.02127659574468085,0.02127659574468085
d i,0.004934210526315789,0.07401315789473684,0.013157894736842105,0.08552631578947369,0.013157894736842105,0.046052631578947366,0.019736842105263157,0.03125,0.001644736842105263,0.001644736842105263,0.001644736842105263,0.003289473684210526,0.03289473684210526,0.023026315789473683,0.21052631578947367,0.047697368421052634,0.01644736842105263,0.001644736842105263,0.019736842105263157,0.20559210526315788,0.06743421052631579,0.019736842105263157,0.046052631578947366,0.003289473684210526,0.003289473684210526,0.001644736842105263,0.003289473684210526
d j,0.02564102564102564,0.05128205128205128,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.05128205128205128,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.07692307692307693,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.20512820512820512,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.02564102564102564
d k,0.034482758620689655,0.06896551724137931,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655
d l,0.005649717514124294,0.022598870056497175,0.005649717514124294,0.005649717514124294,0.005649717514124294,0.423728813559322,0.005649717514124294,0.005649717514124294,0.005649717514124294,0.12994350282485875,0.005649717514124294,0.005649717514124294,0.005649717514124294,0.005649717514124294,0.005649717514124294,0.022598870056497175,0.005649717514124294,0.005649717514124294,0.005649717514124294,0.005649717514124294,0.005649717514124294,0.022598870056497175,0.005649717514124294,0.005649717514124294,0.005649717514124294,0.2542372881355932,0.005649717514124294
d m,0.018518518518518517,0.14814814814814814,0.018518518518518517,0.018518518518518517,0.018518518518518517,0.018518518518518517,0.018518518518518517,0.018518518518518517,0.018518518518518517,0.3148148148148148,0.018518518518518517,0.018518518518518517,0.018518518518518517,0.018518518518518517,0.018518518518518517,0.07407407407407407,0.018518518518518517,0.018518518518518517,0.018518518518518517,0.018518518518518517,0.018518518518518517,0.018518518518518517,0.018518518518518517,0.018518518518518517,0.018518518518518517,0.018518518518518517,0.018518518518518517
d n,0.018518518518518517,0.09259259259259259,0.018518518518518517,0.018518518518518517,0.018518518518518517,0.3888888888888889,0.018518518518518517,0.018518518518518517,0.018518518518518517,0.05555555555555555,0.018518518518518517,0.018518518518518517,0.018518518518518517,0.018518518518518517,0.018518518518518517,0.018518518518518517,0.018518518518518517,0.018518518518518517,0.018518518518518517,0.018518518518518517,0.018518518518518517,0.018518518518518517,0.018518518518518517,0.018518518518518517,0.018518518518518517,0.018518518518518517,0.018518518518518517
d o,0.07169811320754717,0.0037735849056603774,0.011320754716981131,0.04905660377358491,0.018867924528301886,0.01509433962264151,0.01509433962264151,0.07547169811320754,0.0037735849056603774,0.01509433962264151,0.007547169811320755,0.0037735849056603774,0.04150943396226415,0.07547169811320754,0.07924528301886792,0.06792452830188679,0.03018867924528302,0.0037735849056603774,0.07924528301886792,0.018867924528301886,0.026415094339622643,0.07547169811320754,0.01509433962264151,0.15471698113207547,0.01509433962264151,0.0037735849056603774,0.018867924528301886
d p,0.023809523809523808,0.11904761904761904,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.047619047619047616,0.023809523809523808,0.023809523809523808,0.047619047619047616,0.14285714285714285,0.023809523809523808,0.023809523809523808,0.047619047619047616,0.023809523809523808,0.023809523809523808,0.047619047619047616,0.023809523809523808,0.023809523809523808,0.047619047619047616,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.023809523809523808
d q,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571
d r,0.005405405405405406,0.23783783783783785,0.005405405405405406,0.005405405405405406,0.005405405405405406,0.14594594594594595,0.005405405405405406,0.005405405405405406,0.005405405405405406,0.13513513513513514,0.005405405405405406,0.005405405405405406,0.005405405405405406,0.005405405405405406,0.005405405405405406,0.20540540540540542,0.005405405405405406,0.005405405405405406,0.005405405405405406,0.005405405405405406,0.005405405405405406,0.10810810810810811,0.005405405405405406,0.005405405405405406,0.005405405405405406,0.04864864864864865,0.005405405405405406
d s,0.2524271844660194,0.009708737864077669,0.009708737864077669,0.02912621359223301,0.009708737864077669,0.05825242718446602,0.009708737864077669,0.009708737864077669,0.11650485436893204,0.038834951456310676,0.009708737864077669,0.009708737864077669,0.02912621359223301,0.05825242718446602,0.009708737864077669,0.02912621359223301,0.019417475728155338,0.009708737864077669,0.009708737864077669,0.009708737864077669,0.14563106796116504,0.019417475728155338,0.009708737864077669,0.038834951456310676,0.009708737864077669,0.019417475728155338,0.009708737864077669
d t,0.027777777777777776,0.08333333333333333,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.05555555555555555,0.027777777777777776,0.027777777777777776,0.1388888888888889,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.05555555555555555,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776
d u,0.011976047904191617,0.05389221556886228,0.029940119760479042,0.2634730538922156,0.011976047904191617,0.05389221556886228,0.017964071856287425,0.011976047904191617,0.011976047904191617,0.005988023952095809,0.005988023952095809,0.005988023952095809,0.1437125748502994,0.07784431137724551,0.029940119760479042,0.017964071856287425,0.03592814371257485,0.005988023952095809,0.08383233532934131,0.059880239520958084,0.011976047904191617,0.005988023952095809,0.005988023952095809,0.005988023952095809,0.011976047904191617,0.005988023952095809,0.005988023952095809
d v,0.021739130434782608,0.08695652173913043,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.13043478260869565,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.1956521739130435,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.06521739130434782,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608
d w,0.018867924528301886,0.16981132075471697,0.018867924528301886,0.018867924528301886,0.018867924528301886,0.11320754716981132,0.018867924528301886,0.018867924528301886,0.018867924528301886,0.11320754716981132,0.018867924528301886,0.018867924528301886,0.018867924528301886,0.018867924528301886,0.018867924528301886,0.1509433962264151,0.018867924528301886,0.018867924528301886,0.018867924528301886,0.018867924528301886,0.018867924528301886,0.018867924528301886,0.018867924528301886,0.018867924528301886,0.018867924528301886,0.018867924528301886,0.018867924528301886
d x,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571
d y,0.5701754385964912,0.008771929824561403,0.008771929824561403,0.008771929824561403,0.008771929824561403,0.02631578947368421,0.008771929824561403,0.008771929824561403,0.008771929824561403,0.02631578947368421,0.008771929824561403,0.017543859649122806,0.03508771929824561,0.02631578947368421,0.043859649122807015,0.008771929824561403,0.008771929824561403,0.008771929824561403,0.008771929824561403,0.07894736842105263,0.008771929824561403,0.008771929824561403,0.008771929824561403,0.008771929824561403,0.008771929824561403,0.008771929824561403,0.008771929824561403
d z,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.06896551724137931,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655
e </s>,0.9903156384505022,0.0003586800573888092,0.0003586800573888092,0.0003586800573888092,0.0003586800573888092,0.0003586800573888092,0.0003586800573888092,0.0003586800573888092,0.0003586800573888092,0.0003586800573888092,0.0003586800573888092,0.0003586800573888092,0.0003586800573888092,0.0003586800573888092,0.0003586800573888092,0.0003586800573888092,0.0003586800573888092,0.0003586800573888092,0.0003586800573888092,0.0003586800573888092,0.0003586800573888092,0.0003586800573888092,0.0003586800573888092,0.0003586800573888092,0.0003586800573888092,0.0003586800573888092,0.0003586800573888092
e <s>,0.0,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571
e a,0.01904761904761905,0.0013605442176870747,0.017687074829931974,0.04081632653061224,0.15918367346938775,0.0013605442176870747,0.017687074829931974,0.014965986394557823,0.00816326530612245,0.0013605442176870747,0.0013605442176870747,0.058503401360544216,0.08571428571428572,0.04625850340136054,0.053061224489795916,0.0013605442176870747,0.02040816326530612,0.0013605442176870747,0.1469387755102041,0.10340136054421768,0.13877551020408163,0.0163265306122449,0.027210884353741496,0.009523809523809525,0.0013605442176870747,0.0013605442176870747,0.004081632653061225
e b,0.021739130434782608,0.15942028985507245,0.036231884057971016,0.021739130434782608,0.007246376811594203,0.08695652173913043,0.007246376811594203,0.007246376811594203,0.007246376811594203,0.07246376811594203,0.007246376811594203,0.007246376811594203,0.021739130434782608,0.007246376811594203,0.007246376811594203,0.1956521739130435,0.007246376811594203,0.007246376811594203,0.15217391304347827,0.007246376811594203,0.028985507246376812,0.06521739130434782,0.007246376811594203,0.007246376811594203,0.007246376811594203,0.021739130434782608,0.007246376811594203
e c,0.007177033492822967,0.05263157894736842,0.0023923444976076554,0.009569377990430622,0.004784688995215311,0.09330143540669857,0.0023923444976076554,0.0023923444976076554,0.05741626794258373,0.08373205741626795,0.0023923444976076554,0.10287081339712918,0.028708133971291867,0.0023923444976076554,0.0023923444976076554,0.09569377990430622,0.0023923444976076554,0.0023923444976076554,0.0430622009569378,0.009569377990430622,0.31100478468899523,0.05263157894736842,0.0023923444976076554,0.0023923444976076554,0.0023923444976076554,0.014354066985645933,0.004784688995215311
e d,0.7824194952132288,0.008703220191470844,0.004351610095735422,0.004351610095735422,0.013054830287206266,0.025239338555265448,0.0008703220191470844,0.010443864229765013,0.0017406440382941688,0.057441253263707574,0.0008703220191470844,0.0008703220191470844,0.018276762402088774,0.0017406440382941688,0.007832898172323759,0.010443864229765013,0.0017406440382941688,0.0008703220191470844,0.006962576153176675,0.007832898172323759,0.0017406440382941688,0.019147084421235857,0.0008703220191470844,0.0017406440382941688,0.0008703220191470844,0.007832898172323759,0.0008703220191470844
e e,0.1568627450980392,0.007352941176470588,0.01715686274509804,0.031862745098039214,0.14215686274509803,0.0024509803921568627,0.01715686274509804,0.0024509803921568627,0.0024509803921568627,0.007352941176470588,0.004901960784313725,0.0392156862745098,0.06862745098039216,0.02696078431372549,0.10784313725490197,0.0024509803921568627,0.11274509803921569,0.0024509803921568627,0.07598039215686274,0.029411764705882353,0.08088235294117647,0.0024509803921568627,0.00980392156862745,0.004901960784313725,0.0024509803921568627,0.0024509803921568627,0.03676470588235294
e f,0.03940886699507389,0.024630541871921183,0.0049261083743842365,0.009852216748768473,0.0049261083743842365,0.13793103448275862,0.07389162561576355,0.0049261083743842365,0.0049261083743842365,0.1724137931034483,0.0049261083743842365,0.0049261083743842365,0.06403940886699508,0.0049261083743842365,0.0049261083743842365,0.07389162561576355,0.0049261083743842365,0.0049261083743842365,0.07881773399014778,0.014778325123152709,0.034482758620689655,0.1921182266009852,0.0049261083743842365,0.0049261083743842365,0.0049261083743842365,0.009852216748768473,0.0049261083743842365
e g,0.05844155844155844,0.18831168831168832,0.006493506493506494,0.006493506493506494,0.006493506493506494,0.12337662337662338,0.006493506493506494,0.045454545454545456,0.006493506493506494,0.11688311688311688,0.006493506493506494,0.006493506493506494,0.032467532467532464,0.006493506493506494,0.025974025974025976,0.08441558441558442,0.006493506493506494,0.006493506493506494,0.11688311688311688,0.01948051948051948,0.006493506493506494,0.07792207792207792,0.006493506493506494,0.006493506493506494,0.006493506493506494,0.006493506493506494,0.006493506493506494
e h,0.01639344262295082,0.09836065573770492,0.01639344262295082,0.01639344262295082,0.01639344262295082,0.19672131147540983,0.01639344262295082,0.01639344262295082,0.01639344262295082,0.06557377049180328,0.01639344262295082,0.01639344262295082,0.01639344262295082,0.01639344262295082,0.01639344262295082,0.21311475409836064,0.01639344262295082,0.01639344262295082,0.01639344262295082,0.01639344262295082,0.01639344262295082,0.01639344262295082,0.01639344262295082,0.01639344262295082,0.01639344262295082,0.04918032786885246,0.01639344262295082
e i,0.017094017094017096,0.008547008547008548,0.008547008547008548,0.008547008547008548,0.02564102564102564,0.008547008547008548,0.008547008547008548,0.19658119658119658,0.008547008547008548,0.008547008547008548,0.008547008547008548,0.017094017094017096,0.05982905982905983,0.008547008547008548,0.18803418803418803,0.008547008547008548,0.02564102564102564,0.008547008547008548,0.06837606837606838,0.05982905982905983,0.10256410256410256,0.008547008547008548,0.07692307692307693,0.008547008547008548,0.008547008547008548,0.008547008547008548,0.02564102564102564
e j,0.025,0.1,0.025,0.025,0.025,0.125,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.075,0.025,0.025,0.025,0.025,0.025,0.1,0.025,0.025,0.025,0.025,0.025
e k,0.21568627450980393,0.0392156862745098,0.0196078431372549,0.0196078431372549,0.0196078431372549,0.13725490196078433,0.0196078431372549,0.0196078431372549,0.0196078431372549,0.0392156862745098,0.0196078431372549,0.0392156862745098,0.058823529411764705,0.0196078431372549,0.0392156862745098,0.0196078431372549,0.0196078431372549,0.0196078431372549,0.0196078431372549,0.0196078431372549,0.0196078431372549,0.0196078431372549,0.0196078431372549,0.0196078431372549,0.0196078431372549,0.0392156862745098,0.0196078431372549
e l,0.14021571648690292,0.05701078582434515,0.004622496147919877,0.01078582434514638,0.046224961479198766,0.16486902927580893,0.02773497688751926,0.0015408320493066256,0.004622496147919877,0.1325115562403698,0.0015408320493066256,0.0015408320493066256,0.15870570107858242,0.0061633281972265025,0.0030816640986132513,0.046224961479198766,0.012326656394453005,0.0015408320493066256,0.0030816640986132513,0.0061633281972265025,0.02465331278890601,0.02157164869029276,0.01078582434514638,0.004622496147919877,0.0015408320493066256,0.10323574730354391,0.0015408320493066256
e m,0.06461538461538462,0.15384615384615385,0.08923076923076922,0.003076923076923077,0.003076923076923077,0.1753846153846154,0.003076923076923077,0.003076923076923077,0.003076923076923077,0.15076923076923077,0.003076923076923077,0.003076923076923077,0.006153846153846154,0.009230769230769232,0.018461538461538463,0.12615384615384614,0.11384615384615385,0.003076923076923077,0.003076923076923077,0.009230769230769232,0.003076923076923077,0.024615384615384615,0.003076923076923077,0.003076923076923077,0.003076923076923077,0.012307692307692308,0.003076923076923077
e n,0.1406672678088368,0.03606853020739405,0.0009017132551848512,0.08656447249774572,0.09738503155996393,0.06402164111812443,0.005410279531109108,0.024346257889990983,0.0063119927862939585,0.045987376014427414,0.0036068530207394047,0.0009017132551848512,0.0063119927862939585,0.002705139765554554,0.014427412082957619,0.019837691614066726,0.0036068530207394047,0.0018034265103697023,0.009017132551848512,0.056807935076645624,0.3408476104598738,0.014427412082957619,0.0063119927862939585,0.0018034265103697023,0.0009017132551848512,0.002705139765554554,0.005410279531109108
